split	original_name	predicted_name	unredacted_context
training	Derrida	Derrida	The questions asked to Derrida were general, inane questions with not a single followup.
training	Denzel Washington	Denzel Washington	This movie was incredible. I would recommend it to anyone, much better than what I had already anticipated. It was definitely a heart-wrenching spectacular movie. It is an amazing story, with amazing actors and creators. Definitely another great movie with Denzel Washington. (shouldn't surprise anyone) Derek Luke did a wonderful job as well.
training	Denton	Denton	As the sadistic gunman who enjoys kicking Denton around
training	Dennis Quaid	Dennis Quaid	Dennis Quaid█tries his best as the Secret Service agent trying to quell his demonsion
training	Dennis Patrick	Dennis Patrick	Dennis Patrick plays a man who accidentally kills his daughter's boyfriend and then reveals his secret at a local bar. Joe (Peter Boyle), a bigot who is getting drunk there, at first takes it as a joke, but then the story is confirmed on the evening news. Instead of calling the cops or the like, Joe decides that, since the guy killed a hippie, they must be kindred spirits! He blackmails the man into becoming his pal. At first, the film seemed harsh and judgemental, but, as it revealed itself, it actually became quite a complex portrait of the current society. Yes, I think it does exaggerate a bit, but in amusing ways that don't really detract from the power of its messages. Susan Sarandon debuted in this film, and it's a shock to see how pretty she was around 23. Well worth seeing.
training	Dennis Leary	Dennis Leary	What a crime that two of them are already dead, It reminds me of the Dennis Leary joke about great musicians dying in kitchen fires while useless ones live forever.
training	Dennis Leary	Dennis Leary	What a crime that two of them are already dead, It reminds me of the Dennis Leary joke about great musicians dying in kitchen fires while useless ones live forever.
training	Dennis Hopper	Dennis Hopper	"Dennis Hopper (on the comeback trail with this, ""Blue Velvet"", and ""Hoosiers"") gives a great performance as the creepy yet pathetic hippie generation leftover."
training	Dennis Hopper	Dennis Hopper	"Fans of this movie are advised to check out a Canadian film from 1981 called ""Out of the Blue"", directed by Dennis Hopper."
training	Deniz Akkaya	Deniz Akkaya	The only nice thing about the movie are Deniz Akkaya's breasts.
training	Denise Richards	Denise Richards	Denise Richards on the DVD extras seemed to think the girls on set bonded well together and this would give the feeling that you empathised with their characters.
training	Denise Richards	Denise Richards	Denise Richards is in it, but she's a poor actress, and not as good looking as people try to make her out to be (not that that has anything to do with the movie).
training	Denise Richards	Denise Richards	Denise Richards (the bustiest actress in Hollywood never to star in Baywatch) is especially exploited; most shamefully in the blatant excuse to get her in a bathing suit just before a crucial suspense scene.
training	Denise Richards	Denise Richards	The exception to the list of good actors is Denise Richards.
training	Denise Richards	Denise Richards	The appearance of Denise Richards was again a pleasure for the eye.
training	Denholm Elliot	Denholm Elliot	Always one of My favorite novels,I was exteremely pleased with this Television Mini Series. The late, great Denholm Elliot was perfectly cast as the noble John Jardyce and Diana Rigg was sheer perfection as the doomed Ladty Dedlock. The film captures the essence of Dickens era and is extremely faithful to the book,oly making minor plot cuts that do not effect the story
training	Deneuve	Deneuve	This is one of the best films I have seen in the last years, Deneuve shine as a naive plantation owner and she as an enigmatic trickster.
training	Deneuve	Deneuve	This is one of the best films I have seen in the last years, Deneuve shine as a naive plantation owner and she as an enigmatic trickster.
training	Del Toro	Del Toro	Nevertheless, however controversial and criminal this man's actions may have been, one thing nobody could take away from him: he was an intelligent manipulator who came from a rich family - which is why Del Toro fits the bill only visually.
training	Deepa Mehta's	Deepa Mehta's	Deepa Mehta's somewhat mis-titled FIRE is the first of a loosely connected trilogy, here linked by the theme of the elements, and more symbolic than consuming.
training	Deepa Mehta's	Deepa Mehta's	"Deepa Mehta's ""Fire"""" is groundbreaking, bold, and artistic."
training	Deepa Mehta's	Deepa Mehta's	Two years later, Deepa Mehta's second installment was the element of mother earth, released in India by the name of '1947: Earth',yet another excellent movie by a great director, this time in the Hindi language, unlike 'Fire', which was made in the English language.
training	Deepa Mehta	Deepa Mehta	This is my first Deepa Mehta film.
training	Deepa Mehta	Deepa Mehta	Now Deepa Mehta has managed to complete the trilogy, despite a lot of problems, having released the final installment recently, 'Water'.
training	Deepa Mehta	Deepa Mehta	International fame followed Deepa Mehta in 1996 with the release of the controversial 'Fire', which spread with rage among the false patriotic consciousness existing Indian extremist.
training	Deepa Mehta	Deepa Mehta	I admire Deepa Mehta and this movie is a masterpiece.
training	Deepa Mehta	Deepa Mehta	By the way, director Deepa Mehta (a popular female director) has made several other wonderful films such as EARTH and BOLLYWOOD/Hollywood.
training	Deepa Mehta	Deepa Mehta	'Water' (2005), the final part of Toronto-based Indian film-director Deepa Mehta's elemental trilogy has been finally completed, almost ten years after the release of the very first controversial element, 'Fire' (1996), which was followed with a slightly lesser controversial sequel '1947: Earth' (1998).
training	Dee Pollock	Dee Pollock	I truly enjoy films like this, which rely on the human element for suspense, Dee Pollock as an annoying grocery boy who sees something is wrong.
training	Dee Pollock	Dee Pollock	I truly enjoy films like this, which rely on the human element for suspense, Dee Pollock as an annoying grocery boy who sees something is wrong.
training	Debbie Reynolds	Debbie Reynolds	Debbie Reynolds is great, as always.'
training	Debbie Boone	Debbie Boone	The end result is a prefab love story of predictable schlock, all obviously thrown together in a crassly commercial attempt to wring a few more bucks from the contemporary Debbie Boone hit Yep, that's how fast it was produced.
training	Debbie	Debbie	A rather sad bit was when Debbie tried and failed to match her shouty style which spoiled it a bit.
training	Deanna	Deanna	Deanna was so happy.
training	Dean Koontz	Dean Koontz	Dean Koontz really can't write (I read the book at my sister's recommendation, I should have known better).
training	Dead Ringers	Dead Ringers	The cast is also fantastic, Lenny Henry's Gina Yashere, EastEnders Chrissie Watts, Tracy-Ann Oberman, Smack The Pony's Doon Mackichan, Dead Ringers' Mark Perry and Blunder's Nina Conti.
training	DeVito	DeVito	We see DeVito watching the movie, and a lightbulb in his head pops on.
training	DeCarlo	DeCarlo	DeCarlo goes from bad to good to bad?
training	De Sica	De Sica	Think about it if she were married to De Sica, life would be just as dull and she'd probably be cavorting with Monsier de.
training	De Niro	De Niro	This film will be enjoyed by Fonda and De Niro fans and by people who love middle age love stories where in the coartship is on a more wiser and cautious level.
training	De Niro	De Niro	In the past I've thought De Niro to be a cold and unexpressive actor given horribly to mugging when called upon to do comedy.
training	De Niro	De Niro	Even so, it's a good movie just imagine what De Niro, Fonda and Plimpton would have done on screen if someone had!
training	Davy Crockett	Davy Crockett	Brian Keith was too old to be Davy Crockett, and can anyone really play Davy but Fess Parker?
training	Davis	Davis	Davis would become famous for strong performances in films.
training	Davis	Davis	"However, when Julian thumbs through his little black book to find someone to call on his birthday, or when Danny and his wife (Davis) console each other in their bedroom one night, the film reaches an unexpected depth of emotion. ""The Matador"" is stylish and energetic."
training	Davis	Davis	Hope Davis really shines in this show. I like the idea of SIX DEGREES...
training	Davis	Davis	"Hope Davis has a small, but subtly effective supporting role as Kinnear's wife (what's with her name ""Bean""?)"
training	Davies	Davies	Exquisite comedy starring Marian Davies (with the affable William Haines).
training	Davies	Davies	A handsome but fake actor (Andre Telefair) shows her the ropes of how to be the typical pretentious Hollywood star. Davies abandons her slapstick friend and father for the good life, but of course learns that is not who she really is.
training	Davidsons	Davidsons	Folks just like the Davidsons inflicted Prohibition and all that went with it on America.Sadie
training	David Zucker	David Zucker	BASEketball is indeed a really funny movie David Zucker manages to make us all laugh our heads off again
training	David Vaughn	David Vaughn	Subsequently, David Vaughn and his partner Victor are abducted by a bunch of weirdos who take them inside an old bunker where their fellow cult members reside.
training	David Tomlinson	David Tomlinson	Typically of these British films, the cast showcases several established (Leo Genn), current (Anthony Steel) and up-and-coming (Peter Finch, David Tomlinson and Bill Travers) stars, to say nothing of innumerable reliable character actors (Anthony Dawson, Bryan Forbes, Michael Goodliffe and Walter Gotell).
training	David Strathairn	David Strathairn	Needing a role in that mold, we are given a nice turn from David Strathairn.
training	David Self	David Self	They screwed up this story! In the end Nell is all heroic and taking on for the team to save all their asses from Hill House and a bunch of nonsense like that! They added heads getting chopped, wires cutting peoples faces, and the ceiling turning into a giant hand! What the hell is that about??? I own and love the original movie, I read the book and I love it! The reason why the original movie and the book are so great is because it scares you so much without even showing the ghost There is no gore There is no ceiling hand It is only the ghost ad how ghosts can truly kill a person They cannot kill us, they cannot throw us about the room or fly a knife into our head No They can only drive us mad Taking away all our senses of security Nell was a selfish woman She only wanted good things for herself Yes, she cared a little for the others, but not too much David Self and Jan de Bont have taken a crap on this great story! I hate this damn remake!
training	David Miller	David Miller	Yes, it can be done. John De Bello and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, Eric Christmas, Al Sklar, Tom Coleman, Sharon Taylor and John Qualls.
training	David Lynch	David Lynch	I watched this show on the basis of it being told it was reminiscent of David Lynch's Twin Peaks - a show which I adore.
training	David Julyan	David Julyan	I also thought that the score from David Julyan was also excellent, very atmospheric and had a chilly quality to it.
training	David James Elliot	David James Elliot	"Smaller roles by actors such as Jamie Kennedy, Bob Balaban (Posey's costar in ""Waiting For Guffman""), and David James Elliot are also performed with perfection."
training	David Hewlett	David Hewlett	Make the World go away. Get it off my shoulder. Say the things you used to say, and make the World go away. Well, Dave (David Hewlett) and Andrew (Andrew Miller) were in a pickle, one for embezzlement, and the other for kissing a child. Neither was guilty, but faced with charges and their house about to be torn down, they ended up in, well, nothing. The whole World, except for their house went away. It is kind of weird, but funny, too. Just what would you do if you were all alone in the world? The two friends just enjoy each other's company, and do what they want.
training	David Hasselhoff's	David Hasselhoff's	There is no way that a movie can be both a tragedy and have someone fart in David Hasselhoff's face.
training	David Duchovney	David Duchovney	I'd always wanted David Duchovney to go into the movie business, and finally he did, and he made me proud.
training	David Drach	David Drach	I can't wait to see what's next for David Drach.
training	David Deal	David Deal	Those interested should get the book on the subject by David Deal - Television Fright Films of the 70's.
training	David Charvet	David Charvet	Obviously,in the end,all the people in the plane are rescued by live helicopters and David Charvet learns to be a better man blah blah blah.
training	David Bowie	David Bowie	Oh I know, third rate songs that sound like they were made up on the spot David Bowie crones the film title over and over a few times and that is the highlight
training	David Bowie	David Bowie	A great sci-fi film and a good cast and music from David Bowie excellent special effects make this film a must to view and have myself seen over 50 times at least surely this must be released on DVD
training	David Boreanaz	David Boreanaz	David Boreanaz gives a wonderful performance as the adult male who clearly gets himself into more trouble than he can handle.
training	David Boreanaz	David Boreanaz	The male characters in the movie were brilliant - David Boreanaz was great as the fickle hunk
training	David Boreanaz	David Boreanaz	In order to have any sense of suspense while watching Valentine, you have to accept a reality in which a high school nerd is capable of becoming David Boreanaz.
training	David Boreanaz	David Boreanaz	I especially loved David Boreanaz stretching in a part so unlike anything else he played proving once again his amazing gift for comedy.
training	David Baddiel	David Baddiel	I believe the minimal sound design and cheap camera is a conscious decision rather than bad film making, I'd defend this, the film isn't any worse as a result, and it puts the spotlight on the cast, some of whom are really good (Kate Hardie- think that's her name, as the sarcastic drunk is spot-on) the one exception being David Baddiel, who should never be allowed to appear in serious stuff!!
training	David Attenborough	David Attenborough	David Attenborough brings his fascination of wild life, this time the creatures under the sea, in this extraordinary 8-episode trip to all the animals under the sea!
training	David Attenborough	David Attenborough	The Direction is outstanding from David Attenborough as it was for Gandhi although if there is any critisism to be aimed it could be at the length of the film.
training	Dave Grohl	Dave Grohl	What I was most surprised about was Dave Grohl as Satan That is f-ing hilarious.
training	Dave Goelz	Dave Goelz	The first feature length Muppet Movie, and excepting maybe The Muppet Christmas Carol, the movie puppeteers the world over are still looking for as a guide. Disney has done the Muppets a dis-service and this movie proves it over and over again. Featuring classic comedians and guest star cameos, keeps to a simple but original plot, classic Muppet lame jokes, Paul Williams genius in song writing, and Electric Mayhem madness, and comes off with an amazing movie especially when you realize that the major cast are puppets. Only Croft has come close to Hensen's genius with puppets. Half of the fun today is playing is that cameo actor/actress still alive???? I can only hope Frank Oz and Dave Goelz and the rest of the surviving Muppeteers can somehow rescue and revive Kermit and Company from the deadly grasp of Disney.
training	Dave	Dave	Paul was totally ripped off by someone at paramount who made Dave.
training	Dave	Dave	Paul was totally ripped off by someone at paramount who made Dave.
training	Dassin	Dassin	The characters aren't the most sympathetic and the women are mostly weak, but Dassin still builds an extremely well-crafted suspense film out of them as they pull off a heist that requires the utmost quiet, hide the goods, and then attempt to survive what basically becomes a cross-country cat and mouse game.
training	Daryl Hannah	Daryl Hannah	Sometimes Daryl Hannah can seem a little spacy in her film roles, but its exactly that quality that makes her so perfect in the part of Madison.
training	Darth Vader	Darth Vader	His journey carries the movie as he moves closer to his confrontation with Darth Vader and his fate.
training	Darren Stein	Darren Stein	Darren Stein is a director.
training	Darren Stein	Darren Stein	One of the film's directors, Darren Stein, had access to a video camera and quickly took over as the artistic leader for all of the movies.
training	Darkhunters	Darkhunters	But you do not know truly awful film-making until you have seen Darkhunters.
training	Dark Heart	Dark Heart	Than the club & cousin bears have grown up to get ready to fight Dark Heart.
training	Dario Argento	Dario Argento	Even though it's part of Italian giallo; which is far from being a slasher sub-genre.Dario Argento proves that he deserves the label of one of the best directors in Horror.
training	Danny Glover	Danny Glover	The story itself was incredible but came alive by Spielberg's expertise and the fabulous cast including Whoopi Goldberg, Oprah Winfrey, Danny Glover, and Margaret Avery.
training	Danny Glover	Danny Glover	It displays the amazing acting abilities of Whoopi Goldberg, Oprah Winfrey, and Danny Glover.
training	Danny	Danny	Danny is a down-on-his-luck family man who is on the verge of losing the big business deal that just might turn things around for him.
training	Danny	Danny	Wright   After coming to realization that he has no real friends, no permanent home and no planned future, he stumbles into a Mexican hotel bar one night and runs into DannyDanny██
training	Danny	Danny	The skilled use of innovative resources (like stills stitching Danny's memories into the film) will compare to those hand-made pieces of work so rare and so enjoyable.
training	Danny	Danny	"However, when Julian thumbs through his little black book to find someone to call on his birthday, or when Danny and his wife (Davis) console each other in their bedroom one night, the film reaches an unexpected depth of emotion. ""The Matador"" is stylish and energetic."
training	Danny	Danny	As to Stanley and Iris, I like education movies like How Green was my Valley and Konrack, that one with John Voigt and his young African American charges in South Carolina, and Danny deVito's Renaissance Man, etc.
training	Danielle Petty	Danielle Petty	This movie features a gorgeous brunette named Danielle Petty.
training	Danielle Harris	Danielle Harris	plus a chance to check out the gorgeous Danielle Harris
training	Danielle Cormack	Danielle Cormack	Cleopatra 2525 is a very funny, entertaining show. You shouldn't take all the show seriously, but if you wanna have fun, that's your TV show. Being made by the producers of Xena is a quality guarantee, and Cleopatra 2525 isn't that different from Xena. The female warriors formula is brought to the future, where they don't have to fight warriors or gods, but dangerous robots which dwell in the surface, and the humans are forced to live underground. Along the two seasons of Cleopatra, they develop an interesting and funny underground world, and we get to know the three main characters: Cleopatra (Jennifer Sky), Hel (Gina Torres) and Sarge (Victoria Pratt). They all are different, but as a team, they work really well. The three main actresses appeared previously in Xena, like most of the regular/guest cast (there are some known faces from Hercules too, or from both shows). I specially liked the character played by Danielle Cormack (Ephiny in Xena), which is very different from any of her roles I previously knew.
training	Daniel Roebuck	Daniel Roebuck	The best performance however is definitely Daniel Roebuck.
training	Daniel	Daniel	Daniel wants to start listening and is drawn into the lives of the simple, warm and rough people of the North.
training	Dani Behr	Dani Behr	he best performances weren't anything to do with acting. In fact probably the most convincing performance came from Dani Behr of all people, although admittedly does play the stereotypical office secretary.
training	Dane Cook	Dane Cook	I have to let you know, I'm not a huge fan of either Dane Cook or Steve Carell, so I really had no expectations going into this.
training	Dandy Warhols	Dandy Warhols	Excellent documentary, ostensibly about the friendship and subsequent rivalry between two West Coast retro rock'n'roll bands: The Dandy Warhols and the Brian Jonestown Massacre.
training	Dancer	Dancer	Four of them, The Element of Crime, Europa, Breaking the Waves, and Dancer in the Dark, I have given a 10, and one, The Idiots, I have given a 9 (and I have been reconsidering whether to give it a 10 since I first saw it, although I'd like to see it once more before I do).
training	Dancer	Dancer	And news are: Marvellous labyrinthine spectacle! For any Von Trier's follower: both Rigets, Element of Crime, Dogville, Dancer in The Dark, The Five Obstructions, etc... Europa is probably the differential for its greatness in visual terms.
training	Dan Duryea	Dan Duryea	It's a rare opportunity to see veteran character actor Dan Duryea play a nice guy
training	Dan Castellanetta	Dan Castellanetta	I remember having a Megavolt action figure, I don't remember what happened to him, but when I found out he was voiced by Dan Castellanetta (Homer Simpson), I really, really wanted that action figure back!
training	Damon Runyon	Damon Runyon	I just want to add my two cents worth, and forgive me if I am repeating something that has already been posted, but I feel it is worth reminding people of the everloving genius of Damon Runyon.
training	Damon Runyon	Damon Runyon	I just want to add my two cents worth, and forgive me if I am repeating something that has already been posted, but I feel it is worth reminding people of the everloving genius of Damon Runyon.
training	Damon	Damon	Damon plays his signature role with reserve but competency (which sounds minor but that it genuinely looks like Matt Damon could evade the CIA and Interpol is something), but noticeable moments of poignancy as he still struggles to find his humanity.
training	Damme	Damme	Van Damme should be pleased that Derailed is no longer the worst film ever, and what was with the ending?
training	Dalton	Dalton	Both Dalton and Clarke are very believable as Rochester and Jane.
training	Dale Midkiff	Dale Midkiff	But there are some other flaws though in the other casting; Dale Midkiff is good, not great, as the conflicted, disturbed father figure Creed, and his daughter Ellie is played by an actress that just didn't work for me at all. In terms of setting up some chilling set-pieces, only a couple really stand-out: a certain plot-thickening moment (not to spoil, it does involve a cool Ramones song), and the first visit to the pet sematary (the bigger one), including the sort of mystical overtones King had in the Shining.
training	DCI Red Metcalfe	DCI Red Metcalfe	Hopefully we have not seen the last of DCI Red Metcalfe.
training	D'Onofrio	D'Onofrio	Despite all it's trappings of style and cinematic invention, this is basically another serial killer thriller, following the same sort of plotline favoured by such old favourites as Silence of the Lambs ? team of cops follows the trail of (particularly nasty) murders, someone else gets taken and they somehow have to find out where they are before it's too late. Only in this case, the only person who knows, the killer himself (powerfully played by Vincent D'Onofrio) is in a coma and we need psychologist Jennifer Lopez' sci-fi mind-meld machine to get into his head and force him to tell all. This is where the film gets all new and different, as we enter (via a 21st-Century CGI update of Dr Who's kaleidoscopic favourite, the trendy time tunnel) a kind of Hellraiser-y weird world of scary crazy stuff going on all over the place, ruled over by D'Onofrio, now a kind of superking overlord of his twisted mental world, inside his comatose body.
training	Cut	Cut	Cut was original, scary enough and ultimately just a bit of fun I'd give it seven out of ten
training	Cut	Cut	Personally, I enjoyed Cut thouroughly It was the first time I've seen a theatrically release Australian slasher flick
training	Curtis Wayne	Curtis Wayne	And for those Bo Bice fanatics out there - actor Curtis Wayne (who plays Karl) will make you do a double take.
training	Curtis	Curtis	I suspect that his being cast in the Curtis role had something to do with why the aforementioned concentration camp scene was cut.
training	Cristina Raines	Cristina Raines	Cristina Raines gives an excellent performance as the lead, and Burgess Meredith gives an excellent supporting actor as the next-door neighbor.
training	Cristina Marsillach	Cristina Marsillach	And a main reason why Argentos becoming one of my favorites.The acting from most of the cast was alright, but the best by far was Cristina Marsillach as the tortured young opera singer Betty.
training	Crispin Glover	Crispin Glover	Crispin Glover, while always entertaining to watch, seems a bit out of place as the manic stoner and leader of the group.
training	Craze	Craze	From what I can gather, Craze seemed to be about the crazy antiques dealer who prays to an African statue and sacrifices people to it.
training	Craven	Craven	"A group of friends decide to take a camping trip into the desert-and find themselves stalked and murdered by a mysterious killer in a black pick-up truck.""Mirage"" is obviously inspired by Spielberg's ""Duel"" and Craven's ""The Hills Have Eyes"".Still this slasher yarn offers plenty of nasty violence and gore.The film's gory highlight is a sequence involving a man having his arm and leg chained together around a tree and then having his limbs dismembered when the chain is pulled by a truck.There is also a little bit of suspense and some exciting stalk-and-slash sequences.The acting is pretty lame and the script is quite weak,but the film is fast-paced and shocking.B.G.Steers who plays the villain is fairly threatening.The desert locations provide some atmosphere and the gore is rather strong.Overall,if you like low-budget horror films give this one a look.8 out of 10."
training	Craig Sheffer	Craig Sheffer	For one, Craig Sheffer is not a likable hero.
training	Craig Brewer	Craig Brewer	It's not about black/white relationships or old/young relationships, though I think director Craig Brewer deliberately threw in both elements to tweak imagined taboos.
training	Coxism State	Coxism State	"I thought it was not the best re-cap episode I've every seen (though my viewing partner handed me a tissue in anticipation of the Brendan Fraser moment...*sigh*). It was nice to see Cox outside of the incessantly brittle ""Coxism State"" he is in these days, if only for brief moments. I also enjoyed trying to place the episodes included by the length of the character's hair (or height, in case of JD) and the youthfulness of the earliest episodes. I can also see how Zach might be well on the way to a very Chevy Chase/or is that Matthew Perry? prat-fall induced chemical slide (already acknowledged on Conan). A little side note, the song (now stuck in my head) from the janitor-induced dance montage was ""Diner"" by Martin Sexton."
training	Cox	Cox	The only reason I am commenting is because I finally figured out why Dr. Cox was bald. Although we probably all realized it at the same time this week, because they showed these episodes in a different order than they filmed them. The latest episode when our favorite grumpy, Jesus-loving Nurse Roberts dies. For shame, Scrubs. They've made mistakes like this before. I remember when Elliot is trying to date Scott Foley and her hair is wet 2 seconds before water hits her. I try not to notice these things, but my favorite show needs to step it up.
training	Cox	Cox	"I thought it was not the best re-cap episode I've every seen (though my viewing partner handed me a tissue in anticipation of the Brendan Fraser moment...*sigh*). It was nice to see Cox outside of the incessantly brittle he is in these days, if only for brief moments. I also enjoyed trying to place the episodes included by the length of the character's hair (or height, in case of JD) and the youthfulness of the earliest episodes. I can also see how Zach might be well on the way to a very Chevy Chase/or is that Matthew Perry? prat-fall induced chemical slide (already acknowledged on Conan). A little side note, the song (now stuck in my head) from the janitor-induced dance montage was ""Diner"" by Martin Sexton."
training	Cowell	Cowell	"Even more, giving it is an open talent contest, half of them are singers what gives Cowell a chance for a shot closer to the ""Idol"" success."
training	Costner	Costner	I had a bad feeling that the pace would slow too much when Costner started training the young guys, but on the contrary, the training sessions just might be the most interesting aspect of the film.
training	Costa Dillon	Costa Dillon	Yes, it can be done. John De Bello and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, Eric Christmas, Al Sklar, Tom Coleman, Sharon Taylor and John Qualls.
training	Cosi Fabian	Cosi Fabian	In the sex section, Cosi Fabian, a 'sacred prostitute', was beautiful.
training	Corey Feldman	Corey Feldman	this is a great movie for all Corey Feldman fans. This movie has a great cast of young actors. a group of teens decide to rob a bank to get some quick cash, but all goes wrong when a security gaurd gets shot and they take hostages
training	Corey Feldman	Corey Feldman	This film was so well-paced that I don't think I actually blinked while watching. One intense situation after another kept me glued to the set. However, I would have liked to have seen Corey Feldman a lot more in this picture. He just steals every scene that he is in. This could be my favorite grown up Corey performance. The ending was clever and unlike other films which back away from severing body parts of likeable supporting characters, this film goes for it! I liked that it was not graphic blood and gore but left more to the viewer's imagination. Bravo. I literally had to wipe sweat from my forehead during this particular torture scene with a paper cutter. Ultimately, the film works because of its likeable lead character and the awesome presence of my all-time favorite bad guy, James Remar(48 Hours, remember?) I strongly recommend this film for anyone looking to break a sweat.
training	Corey	Corey	In fact, I found myself rooting for Corey since I felt the idiots deserved to die for their behaviors!
training	Corbin Bernsen	Corbin Bernsen	There are plenty of up-close shots of mouth-jabbing, tongue-cutting, and beauty queen fondling, as well as a marvelously deranged performance by Corbin Bernsen.
training	Corbin Bernsen	Corbin Bernsen	There are plenty of up-close shots of mouth-jabbing, tongue-cutting, and beauty queen fondling, as well as a marvelously deranged performance by Corbin Bernsen The scene in which he ties up and gases his wife before mercilessly yanking her teeth out is definitely hard to watch.
training	Conrad Veidt	Conrad Veidt	"Words can hardly describe it, so I'll be brief. ""The Thief of Bagdad"" was my favorite movie as a child, and it has never ceased to astound or enchant me. I loved this film from the first moment I saw it, when I was a boy of six who had started reading ""The Arabian Nights."" I remember walking into the TV room in the middle of Sabu's battle with the giant spider and being instantly beguiled. Rarely has so much beauty, magic, and wonder been captured on film. Sabu and John Justin are superb as the dashing heros, ███████████ is throughly delightful as the wicked villain Jaffar, and Rex Ingram is a joy to watch as the sardonic genie."
training	Conchatta Ferrell	Conchatta Ferrell	No one was glamorous or looked as if they had just spent a session with the makeup or costume department Conchatta Ferrell is just wonderful She is an example of the strong, persevering people who came to Wyoming in the early 20th century and let no hardship stand in their way of a new life in a new land.
training	Conan	Conan	This is just a bad movie. With what seemed to be quite a nice budget it had potential to be much better. It almost were. With the heroine beautiful almost like Salma Hayek, hero fighting almost like Jackie Chan, battles and duels almost like in Crouching Tiger..., music almost like in, say, Conan... etc. Almost. But in the end it's just dull and it is hard to find anything interesting in it. Maybe apart of John Rhys-Davies flying in duel like those warriors in Hero or before-mentioned Crouching Tiger... I am really ashamed of poor old John. He is after all quite a good actor and deserves much better. So as you - so if you still have a chance just watch something else.
training	Conan	Conan	A great alternative to another short story about Conan the Barbarian, but not to a novel.
training	Columbo	Columbo	The script for this Columbo film seemed to be pulled right out of a sappy 1980's soap opera.
training	Columbo	Columbo	Most definitely the worst Columbo ever dreamt up No murder and the abandonment of the tried and tested formula makes this a real drag.
training	Colin Farrel	Colin Farrel	it was a very gritty movie, through and through.In my opinion, this is one of Colin Farrel's better movies (if not his top performance).
training	Cole Wlikerson	Cole Wlikerson	Brian Keith as Cole Wlikerson and Richard Jaeckel as Wade Matlock make excellent villains.
training	Cody	Cody	The alien creature was unreal And the fight scenes mild compared to a school yard fight And to make it worse the guy named Cody had an uncontrollable loose filthy tongue which distracts attention from the main film.
training	Cleese	Cleese	I watched this entire train wreck but only so that I wouldn't later wonder if Cleese had come to his senses in the latter part.
training	Claudio Carvalho	Claudio Carvalho	Previous reviewer Claudio Carvalho gave a much better recap of the film's plot details than I could.
training	Claudia Black	Claudia Black	I would have given this otherwise terrific series a full 10 vote if Claudia Black had not continued on in it! Her inclusion as the silly 'Vela' has brought the series down in my estimation.
training	Claudette Colbert	Claudette Colbert	The plot of the film has been used in others in different ways, however one must acknowledge that acting of Orson Welles and Claudette Colbert added another quality to this drama. At present Black and white films are not much wanted, particularly by new generations, but the present can be well accepted by them. It goes step by step with an acting of Welles simply extraordinary, the way he moves the way he talks and argues in the film is nearly normal. The end was logic and obviously tragic. We would need more materials like these, i.e. with less violence and good humanistic messages.
training	Claude Rains	Claude Rains	I had seen Lady with Red Hair back when it appeared, and didn't remember it as something to cherish. The truth is that, notwithstanding its base in a true story, its screen play is silly and unbelievable. The real merit of the picture is the cast. A constellation of some of the best supporting players of the 30's and 40's make a background for the delicate, intelligent work of the always underrated Miriam Hopkins, and the wonderful, spectacular performance of Claude Rains, who, as usual, is the best thing in the picture. What an actor! He never won an Oscar, but he is in the good company of Chaplin, Garbo and Hitchcock. Perhaps Lady with Red Hair contains his best work in films. See it and enjoy him.
training	Claude Rains	Claude Rains	Curtiz made sure no scene, soapy or otherwise, went on too long.In addition to the Lane sisters and Garfield, we have Claude Rains (who adds much-needed humor to the story), Jeffrey Lynn (the main love interest of the girls), Gale Page, Dick Foran, Frank McHugh and Mae Robson.Apparently, this movie must have been a hit because there were several spin-offs from it, neither of them approaching this one in content and box-office success.
training	Claude Lelouch	Claude Lelouch	The Claude Lelouch's movie is a pretty good moment of cinema. One of the most touching films about family and loneliness, and surely the best interpretation of French actor Jean-Paul Belmondo.
training	Claude Lelouch	Claude Lelouch	Director Claude Lelouch whips up an appropriately dusty, windswept scenario, and the film's keenly observed atmosphere is bracing and real.
